IBGE;MUNIC;UF;REG;CAPITAL;AMZ;IBRAM;IPS24;NHB;FBE;OP;NHB1;NHB2;NHB3;NHB4;FBE1;FBE2;FBE3;FBE4;OP1;OP2;OP3;OP4;VABAG;VABIND;VABSER;VABADM;VABTOT;PIB;PIBPC;ARRECADA;POBE23;POB23
1100015;Alta Floresta D'Oeste;RO;NO;0;1;0;50,95;59,7;55,02;38,12;59,82;31,92;88,36;58,68;72,22;55,38;49,59;42,9;41,72;37,74;36,5;36,54;311468,68;27847,19;172435,42;173121,63;684872,92;734469,33;32619,88;46359332,7;2914;2548
1100023;Ariquemes;RO;NO;0;1;0;55,97;66,46;62,35;39,12;64,95;55,9;93,06;51,91;68,46;71,95;54,39;54,61;32,98;48,7;38,72;36,06;293000,78;406329,13;1307929,92;782306,22;2789566,04;3209761,4;28878,27;397778565,8;8963;9107
1100031;Cabixi;RO;NO;0;1;0;51,36;55,1;54,28;44,72;59,16;42,27;88,33;30,63;77,25;48,55;51,65;39,65;31,5;44,72;74,67;28;136659,3;8115,02;35865,37;46579,25;227218,94;238411,63;47051,83;7386748,67;380;505
1100049;Cacoal;RO;NO;0;1;0;61,85;73,41;65,88;46,25;66,02;72,76;92,04;62,83;77,08;68,8;58,6;59,02;47;47,27;52,92;37,8;341314,54;236722,36;1200629,84;629109,37;2407776,11;2792382,76;32313,26;350597003,7;10662;7481
1100056;Cerejeiras;RO;NO;0;1;0;58,71;65,54;63,71;46,87;68,54;44,69;97,22;51,7;75,41;66,56;58,27;54,61;39,73;36,34;78,3;33,12;151690,48;27412,34;308666,02;123364,62;611133,44;743037,38;46185,81;50204652,23;1979;1461
1100064;Colorado do Oeste;RO;NO;0;1;0;59,6;66,73;64,11;47,97;64,32;60,85;84,33;57,42;79,26;62,16;62,3;52,72;32,66;48,41;80,33;30,51;123523,52;28793,81;124597,87;114880,7;391795,89;424806,6;27923,92;34640669,76;615;675
1100072;Corumbiara;RO;NO;0;1;0;55,14;66,1;53,53;45,8;69,39;31,74;82,95;80,31;76,19;40,52;61,73;35,69;36,54;33,52;85,96;27,16;260728,23;14003,21;45390,53;60535,18;380657,15;396727,61;56257,46;14416485,57;627;784
1100080;Costa Marques;RO;NO;0;1;0;51,47;62;52,53;39,89;71,05;25,77;89,18;61,98;71,69;46,09;54,24;38,09;41,2;34,51;57,96;25,87;116782,74;6682,09;53392,41;128056,96;304914,21;316670,55;16446,15;12503276,56;5271;1517
1100098;Espigão D'Oeste;RO;NO;0;1;0;54,92;62,61;59,99;42,15;68,51;44,52;81,59;55,81;76,76;55,58;55,9;51,73;23,79;44,14;74,06;26,62;202433,8;54689,17;221164,13;217510,54;695797,64;773380,51;23429,38;45454358,88;3693;2648
1100106;Guajará-Mirim;RO;NO;0;1;0;54,61;62,15;60,38;41,3;56,72;41,25;85,31;65,31;67,72;63,55;56,57;53,66;46,87;32,83;61,06;24,42;77441,55;40473,29;436337,65;319235,34;873487,82;1054178,55;22462,79;102533632,8;12455;5252
1100114;Jaru;RO;NO;0;1;0;56,73;63,75;64,85;41,61;63,18;35,66;91,16;65;74,16;68,09;64,09;53,06;30,01;38,59;63,7;34,13;280710,56;177921,89;688494,43;379859,77;1526986,65;1765088,79;34294,21;233363443,9;3764;5220
1100122;Ji-Paraná;RO;NO;0;1;0;56,12;61,61;66,21;40,53;67,9;51,19;90,15;37,2;74,1;72,04;56,42;62,26;25,15;50,44;49,74;36,81;206344,83;502877,1;1926120,95;876138,64;3511481,52;4231113,13;32292,16;647301255,6;8727;10040
1100130;Machadinho D'Oeste;RO;NO;0;1;0;49,28;57,81;48,97;41,06;68,81;29,39;86,02;47,03;62,68;47,29;51,62;34,3;30,39;34,53;67,67;31,67;352193,2;34664,12;174794,55;275752,76;837404,63;890320,4;21338,33;35599443,07;2354;5693
1100148;Nova Brasilândia D'Oeste;RO;NO;0;1;0;54,49;57,68;60,51;45,29;66,48;32,1;89,7;42,46;76,96;56,72;56,14;52,21;38,76;41,74;77,64;23,02;228450,9;24608,39;114351,06;142582,17;509992,52;548734,37;26762,31;28016785,73;3962;1475
1100155;Ouro Preto do Oeste;RO;NO;0;1;0;56,58;65,6;62,34;41,8;68,48;54,29;92,95;46,67;71,87;66,15;60,88;50,48;33,65;44,04;60,59;28,92;216209,01;71159,69;352557,13;249016,48;888942,3;985867,8;27814,02;79607184,73;3347;3081
1100189;Pimenta Bueno;RO;NO;0;1;0;58,35;67,21;61,22;46,61;57,22;60,53;95,88;55,22;71,4;66,87;56;50,61;33,49;44,54;71,61;36,79;297492,05;207602,98;550809,21;280779,16;1336683,4;1642516,48;44275,07;358535671,5;2118;2172
1100205;Porto Velho;RO;NO;1;1;0;57,1;57,4;60,4;53,5;68,4;32,93;88,72;39,57;67,97;74,75;55,59;43,29;40,11;49,89;54,61;69,38;1041284,61;4627967,99;7555512,42;3983359,17;17208124,19;20059521,86;36541,49;3762257858;109112;44472
1100254;Presidente Médici;RO;NO;0;1;0;54,85;63,14;61,35;40,06;66,63;48,45;91,31;46,17;78,11;60,47;55,44;51,38;25,08;42,99;69,86;22,32;183438,44;50521,49;140111,05;134436,85;508507,83;559989,53;30827,94;65185674,04;5255;1868
1100262;Rio Crespo;RO;NO;0;1;0;49,83;57,21;51,01;41,26;72,31;24,77;85,99;45,78;68,27;47,4;61,7;26,67;41,58;39,51;42,27;41,67;115354,22;7565;18756,47;36556,85;178232,54;184430,17;47991,2;6533067,94;427;359
1100288;Rolim de Moura;RO;NO;0;1;0;58,93;70,43;63,73;42,62;68,4;64,09;95,45;53,77;77,02;63,07;58,15;56,7;34,88;42,32;56,6;36,69;194673,22;171633,63;606264,2;411623,17;1384194,21;1565193,98;28076,24;132064230,8;1740;4477
1100296;Santa Luzia D'Oeste;RO;NO;0;1;0;51,31;59,66;59,05;35,24;62,94;39,47;79,95;56,27;80,71;51,66;57,76;46,06;28,17;30,43;52,63;29,73;106979,91;13055,97;33183,75;51633,28;204852,91;213556;35940,09;9898276,53;1272;584
1100304;Vilhena;RO;NO;0;1;0;59,11;69,29;65,83;42,21;66,06;69,66;95,8;45,63;70,07;73,1;55,94;64,23;28,42;49,42;51,42;39,59;674880,42;368862,79;1712224,75;777251,98;3533219,94;4215045,76;40328,81;601198937,1;4056;9006
1100320;São Miguel do Guaporé;RO;NO;0;1;0;50,02;55,54;58,14;36,39;66,29;18,19;87,91;49,76;76,15;52,43;54,53;49,44;18,8;38,92;60,85;27;381638,95;82313,68;199587,11;176033,83;839573,57;905335,28;39112,42;21972209,7;1448;2663
1100338;Nova Mamoré;RO;NO;0;1;0;45,33;52,41;46,49;37,09;67,25;15,84;83,44;43,11;63,96;46,38;59,57;16,08;24,08;37,07;63,31;23,88;344262,84;21482,12;129299,41;214671,74;709716,1;742687,06;23076,28;17873308,98;4597;4279
1100346;Alvorada D'Oeste;RO;NO;0;1;0;59,49;71,38;58,24;48,86;64,87;65,12;91,95;63,58;75,68;52,26;56,27;48,75;50,32;41,36;75,33;28,45;147689,22;11551,67;72542,71;104853,49;336637,1;352628,35;25539,82;13011203,41;1776;2700
1100379;Alto Alegre dos Parecis;RO;NO;0;1;0;51,09;60,33;51,76;41,16;63,33;31,05;90,5;56,46;65,27;43,12;56,03;42,61;30,03;29,32;75,18;30,12;277663,86;18506,68;63694,05;103294,41;463159;483671,84;36454,01;16563093,68;1212;1206
1100403;Alto Paraíso;RO;NO;0;1;0;48,64;53,66;53,74;38,51;72,65;13,52;88,09;40,39;66,92;52,81;61,68;33,55;27,39;38,91;62,52;25,2;185476,52;24047,58;119551,86;148950,64;478026,6;510361,3;22929,34;26073990,61;1735;2140
1100452;Buritis;RO;NO;0;1;0;49,42;58,57;56,42;33,25;70,77;19,74;94,04;49,75;67,09;66,75;53,4;38,45;32,61;27,46;47,46;25,49;336952,67;35153,12;248229,15;272916,17;893251,11;966552,08;23549,74;78649898,43;3923;3743
1100502;Novo Horizonte do Oeste;RO;NO;0;1;0;52,48;53,86;56,29;47,28;61,91;31,89;86,07;35,59;78,78;39,02;59,18;48,16;34,24;38,34;85,58;30,97;106735,66;12106,79;40100,08;61437,99;220380,52;231501,79;28492,53;7612563,07;399;1573
1100601;Cacaulândia;RO;NO;0;1;0;52,92;62,74;55,56;40,48;68,79;20,84;90,45;70,87;72,63;51,98;63,4;34,22;43,09;35,84;46,51;36,49;194610,08;3288,1;22239,5;47543,93;267681,61;275337,64;43655,88;4312253,76;506;585
1100700;Campo Novo de Rondônia;RO;NO;0;1;0;49,87;62,8;47,1;39,71;68,88;28,31;88,04;65,98;61,77;42,66;50,51;33,44;32,78;29,77;62,79;33,52;204767,41;16149,02;32201,61;105266,34;358384,38;369376,84;25667,21;9704620,54;855;1234
1100809;Candeias do Jamari;RO;NO;0;1;0;49,82;60,96;48,39;40,11;67,85;52,26;79,65;44,08;60,2;60,25;54,43;18,69;26,1;27,24;76,82;30,28;141452,04;133672,43;138514,11;204881,89;618520,46;655606,24;23357,78;30178649,44;7490;3527
1100908;Castanheiras;RO;NO;0;1;0;57,95;71,11;53,34;49,39;81,46;34,45;86,11;82,41;72,21;46,92;50,9;43,35;43,7;34,76;84,4;34,72;56908,63;2350,77;8866,61;28280,93;96406,93;99626,81;34083,75;3851042,83;401;413
1100924;Chupinguaia;RO;NO;0;1;0;53,6;64,82;53,81;42,17;69,31;70,22;82,26;37,49;62,19;47,02;64,34;41,68;24,7;32,19;78,94;32,87;224569,25;44524,67;70951,59;102007,18;442052,69;468792,65;39880,28;25963000,22;1724;858
1100940;Cujubim;RO;NO;0;1;0;45,49;53,09;45,74;37,63;70,46;17,68;73,1;51,13;63,26;49,52;56,62;13,58;32,45;26,67;73,36;18,05;153670,06;43842,03;84312,87;179117,72;460942,68;487480,17;17967,64;24172034,66;1126;2991
1101005;Governador Jorge Teixeira;RO;NO;0;1;0;49,88;55,69;50,76;43,2;75,38;11,53;81,98;53,86;71,56;45,46;54,55;31,44;38,43;33,01;73,61;27,76;146346,29;5055,77;22482,57;57878,4;231763,03;239330,27;33566,66;4653334,31;1471;1913
1101104;Itapuã do Oeste;RO;NO;0;1;0;53,62;61,14;56,31;43,42;78,83;40,92;86,14;38,68;62,69;62,43;56,74;43,37;36,39;34,99;77,94;24,37;65084,77;14646,06;39845,92;79560,32;199137,08;210030,62;19413,13;15201408,75;912;1464
1101203;Ministro Andreazza;RO;NO;0;1;0;57,06;65,62;61,98;43,57;72,21;35,05;89,8;65,44;78,53;55;59,02;55,35;26,08;38,05;77,4;32,73;132933,65;14077,71;59932,21;69319,84;276263,41;297878,17;31484,85;13943423,38;879;864
1101302;Mirante da Serra;RO;NO;0;1;0;50,83;54,53;58,94;39,03;58,13;21,51;87,91;50,57;68,51;66,03;55,97;45,23;28,07;36,27;64,65;27,12;85083,55;14260,04;71351,93;75075,36;245770,89;262640,4;24566,5;11805651,47;680;1134
1101401;Monte Negro;RO;NO;0;1;0;48,27;56,45;53,74;34,6;73,18;28,75;86,83;37,05;69,25;51,09;56,2;38,43;34,13;32,42;41,32;30,53;153359,88;23249,39;76056,72;116303,38;368969,37;389890,8;24129,89;10541032,18;2733;1484
1101435;Nova União;RO;NO;0;1;0;50,29;57,96;52,32;40,57;66,36;29,86;80,58;55,05;67,36;47,3;61,01;33,61;24,34;30,01;81,96;25,98;82596,28;3240,05;16675,14;48986,72;151498,19;157320,81;23060,8;4004380,88;1020;1122
1101450;Parecis;RO;NO;0;1;0;54,16;67,96;55,26;39,25;80,48;35,1;87,34;68,92;74,51;46,38;66,76;33,37;22,58;26,92;78,62;28,86;85286,41;3445,08;13907,59;47707,3;150346,38;155434,26;24597,92;9088192,85;787;494
1101468;Pimenteiras do Oeste;RO;NO;0;1;0;48,05;57,07;50,14;36,96;76,41;45,94;78,91;27,01;72,63;54,87;54,89;18,15;33,8;27,29;73,12;13,62;178073,46;8909,31;24663,51;26359,06;238005,33;246208,62;115753,94;7207173,69;450;363
1101476;Primavera de Rondônia;RO;NO;0;1;0;59,62;75,55;60,8;42,51;61,06;62,22;92,36;86,55;74,57;53,21;65,55;49,85;29,77;40,88;65,53;33,88;62242,06;2157,91;10663,02;28332,54;103395,52;107029,67;39684,71;5742442,8;764;266
1101484;São Felipe D'Oeste;RO;NO;0;1;0;55,9;65,31;57,81;44,57;81,89;32,23;83,86;63,24;68,18;45,37;69,9;47,77;35,35;29,42;86,12;27,41;62311,34;3164,07;18618,03;40952,35;125045,79;130675,81;26335,31;5969471,26;147;473
1101492;São Francisco do Guaporé;RO;NO;0;1;0;50,23;58,44;55,16;37,09;72,88;17,06;91,06;52,74;73,34;52,51;54,77;40,04;56,82;29,18;31,78;30,59;203490,07;17248,34;95712,84;142430,29;458881,54;488042,89;23143,16;16579617,47;1936;2850
1101500;Seringueiras;RO;NO;0;1;0;52,5;53,26;55,44;48,81;72,34;25,61;88,83;26,26;76,9;53,04;57,76;34,06;38,4;41,69;88,46;26,68;147309,18;11109,32;61163,3;89979,78;309561,57;332986,99;28109,66;24249103,63;893;1940
1101559;Teixeirópolis;RO;NO;0;1;0;51,61;52,71;58,08;44,03;69;13,92;91,02;36,92;71,29;55,52;55,31;50,19;44,11;37,78;64,25;29,96;62959,36;3836,24;15259,28;34221,65;116276,53;121300,64;29158,81;8273330,6;734;464
1101609;Theobroma;RO;NO;0;1;0;49,33;55,01;51,86;41,11;67,42;11,56;79,41;61,63;73,23;39,89;56,29;38,03;26,28;35,35;69,14;33,66;140069,45;5750,64;23488,16;79582,44;248890,68;257425,79;24876,86;6707185,53;665;1428
1101708;Urupá;RO;NO;0;1;0;52,88;54,73;60,57;43,34;64,04;26,19;85,5;43,16;74,49;53,19;62,39;52,18;45,26;34,04;70,14;23,92;110938,33;9241,21;54173,71;85571,48;259924,73;273501,27;24682;16216548,84;2332;798
1101757;Vale do Anari;RO;NO;0;1;0;51,57;59,54;53,94;41,23;73,27;16,2;90,07;58,64;64,71;52,18;54,32;44,56;23,82;41,8;70,54;28,74;93455,46;6374,76;27946,91;84100,49;211877,62;220587,91;19106,79;5460045,85;2105;1019
1101807;Vale do Paraíso;RO;NO;0;1;0;53,24;57,71;55,74;46,27;62,98;13,28;84,79;69,77;70,31;45,97;61,82;44,87;34,81;36,67;81,17;32,45;100038,75;4130,27;20871,15;53871,4;178911,57;185648,19;28605,27;5878122,47;1425;490
1200013;Acrelândia;AC;NO;0;1;0;46,72;56,57;53,05;30,55;69,91;37,58;80,4;38,39;62,53;50,04;58,15;41,48;25,6;28,1;47,92;20,58;157857,66;13439,22;91388,79;114911,16;377596,83;398724,88;25362,56;16782729,55;6084;1618
1200054;Assis Brasil;AC;NO;0;1;0;46,38;57,51;48,55;33,07;64,29;49,97;75,99;39,78;46,78;54,44;54,23;38,74;43,87;22,01;41,33;25,08;44810,29;3943,74;20601,46;61986,01;131341,5;133916,18;17507,67;7629839,36;5892;944
1200104;Brasiléia;AC;NO;0;1;0;48,43;58,46;56,07;30,77;59,82;50,74;79,08;44,21;72,1;56,22;52,89;43,07;23,9;32,66;37,9;28,6;185723,92;45440,04;171335,06;203111,81;605610,83;685636,23;25278,78;33716368,77;13241;1402
1200138;Bujari;AC;NO;0;1;0;52,11;66,57;51,84;37,91;76,59;43,25;71,9;74,51;60,35;47,88;63,98;35,14;20,22;14,53;83,44;33,46;168855,77;8390,81;36997,7;81805,92;296050,19;300830,27;28455,38;12237361,42;3945;2527
1200179;Capixaba;AC;NO;0;1;0;46,49;59,63;49,01;30,85;68,72;29,02;84,35;56,42;59,97;44,46;59,21;32,39;17,01;24,05;58,42;23,9;342298,27;13142,1;52997,49;94528,19;502966,05;512352,89;41722,55;8376032,28;5724;1076
1200203;Cruzeiro do Sul;AC;NO;0;1;0;54,36;61,82;60,4;40,87;66,18;37,78;78,84;64,46;66,74;57,23;58,23;59,39;35,92;44,76;45,7;37,1;100356,96;167725,3;900139,92;696401,76;1864623,94;2058629,67;22934,82;144144381;45648;4470
1200252;Epitaciolândia;AC;NO;0;1;0;57,73;67,51;64,68;41;64;55,43;87,33;63,29;68,9;78,74;62,58;48,52;30,48;34,27;76,66;22,59;160895,35;22539,98;246925,15;143215,4;573575,87;644541,5;33960,77;27410925,06;6604;1396
1200302;Feijó;AC;NO;0;1;0;43,11;49,07;49,7;30,57;64,33;20,02;70,3;41,64;62,75;48,39;61,33;26,34;16,12;20,11;69,66;16,38;172858,33;24430,69;103189,96;248872,24;549351,22;567040,49;16207,64;22462188,71;20360;2190
1200328;Jordão;AC;NO;0;1;0;46,88;61,62;47,45;31,56;84,12;32,8;53,72;75,86;65,54;16,72;67,62;39,93;17,99;17,64;58,97;31,65;21976,92;2459,77;14030,5;73684,21;112151,42;113975,21;13209,92;6233971,27;6670;619
1200336;Mâncio Lima;AC;NO;0;1;0;53,18;64,1;58,85;36,6;69,28;50,42;80,67;56,03;59,04;51,87;66,95;57,52;32,09;26,69;65,38;22,24;53380,81;13659,01;48626,06;147681,74;263347,61;269204,84;13704,87;12008244,58;13476;558
1200344;Manoel Urbano;AC;NO;0;1;0;47,45;65,77;48,17;28,42;61,46;46,4;80,09;75,14;60,31;50,19;57,72;24,46;19,92;22,11;50,28;21,35;55704,08;11432,43;33663,14;74979,35;175778,99;184903,71;19060,27;10769577,22;8110;653
1200351;Marechal Thaumaturgo;AC;NO;0;1;0;46,69;56,77;48,67;34,62;75,26;21,08;72,59;58,14;52,39;17,16;74,48;50,66;27,14;25,71;55,17;30,48;56418,93;5964,03;29457,96;161583,28;253424,21;256864,84;13020,98;15109416,89;12977;951
1200385;Plácido de Castro;AC;NO;0;1;0;53,81;70,74;56,07;34,63;74,66;44,08;88,19;76,04;63,58;50,28;62,31;48,12;23,71;29,68;52,09;33,03;309366,11;17444,41;98405,08;149485,64;574701,23;601470,51;29854,1;19171104,49;5908;1570
1200393;Porto Walter;AC;NO;0;1;0;50,58;65,51;48,41;37,83;79,27;43,47;75,32;63,99;64,88;16,83;68,75;43,17;30,51;13,16;70,98;36,66;25572,85;4314,23;22836,36;104988,4;157711,85;160534,75;12845,86;7617665,55;7199;748
1200401;Rio Branco;AC;NO;1;1;0;62,68;66,58;67,16;54,31;72,75;60,26;80,39;52,91;71,55;74,41;57,85;64,84;45,29;60,39;41,49;70,07;464933,15;880534,42;5153657,3;2949436,31;9448561,18;10955674,86;26119,02;1583035722;111711;23170
1200427;Rodrigues Alves;AC;NO;0;1;0;52,51;60,01;56,59;40,92;57,53;30,76;85,74;66,04;63,34;44,37;68,53;50,13;21,83;21,1;82,88;37,88;55116,28;7342,37;31896,1;158223,94;252578,7;255648,56;12933,1;15318793,99;10205;767
1200435;Santa Rosa do Purus;AC;NO;0;1;0;43,78;52,7;44,3;34,32;49,67;35,17;44,36;81,6;51,3;23,21;58,85;43,87;20,94;10,86;69,63;35,85;25745,47;2260,06;14093,65;64913,49;107012,68;108545,11;15747,15;5866318,05;4937;335
1200450;Senador Guiomard;AC;NO;0;1;0;51,16;53,16;58,65;41,68;61,81;37,74;71,73;41,33;69,49;59,29;60,62;45,21;30,64;40,29;69,4;26,38;391220,06;30582,33;150417,75;175830,35;748050,5;779671,69;33253,93;22863630,3;11702;1519
1200500;Sena Madureira;AC;NO;0;1;0;47,73;56,73;52,08;34,37;62,22;38,54;77,95;48,2;53,85;54,67;64,4;35,41;30,24;27,85;54,53;24,83;209648,96;36343,6;153427,53;322723,7;722143,79;748094,17;15860,21;26124791,23;29598;1978
1200609;Tarauacá;AC;NO;0;1;0;44,5;54,98;48,82;29,69;63,33;28,61;68,38;59,61;56,54;48,11;55,37;35,27;21,71;21,02;50,78;25,24;176339,17;23416,04;158431,94;322737,01;680924,15;711884,41;16279,09;38302334,36;33089;2301
1200708;Xapuri;AC;NO;0;1;0;46,42;65,68;48,95;24,62;67,25;45,74;80,34;69,38;54,09;51,79;54,42;35,5;27,08;28,04;23,8;19,57;199220,7;23433,24;69330,85;142223,11;434207,91;454980,63;22902,48;15459174,27;7196;1783
1200807;Porto Acre;AC;NO;0;1;0;48,29;56,46;52,88;35,54;74,46;21,81;68,88;60,68;56,36;47,93;63,79;43,47;18,59;24,65;76,5;22,43;259570,87;13578,14;50906,8;139960,17;464015,98;471314,64;24623,3;13736612,33;11504;1737
1300029;Alvarães;AM;NO;0;1;0;45,67;62,69;48,64;25,68;75,44;21,82;84,71;68,81;49,19;22,83;67,98;54,57;30,11;19,82;35,5;17,28;66407,12;10232,34;32275,71;104372,11;213287,28;217332,51;13255,22;2369797,35;10564;1144
1300060;Amaturá;AM;NO;0;1;0;53,25;70,02;55,25;34,47;69,94;47,98;85,94;76,23;65,48;28,09;68,5;58,93;31,76;18,33;53,03;34,76;13548,26;5176,56;19563,88;77746,18;116034,88;118871,74;9960,76;8352216,17;5619;1895
1300086;Anamã;AM;NO;0;1;0;52,22;60,46;57,64;38,56;67,69;36;86,49;51,65;69,52;43,97;64,06;53,03;44,04;19,45;70,04;20,7;36623,92;6641,35;20013,7;72409,64;135688,61;138599,4;9697,69;3704100,11;7548;597
1300102;Anori;AM;NO;0;1;0;54,04;67,23;58,6;36,29;79,1;59,01;83,62;47,2;68,91;43,5;58,41;63,59;25,35;22,68;66,24;30,88;83154,83;10306,79;33232,57;115607,17;242301,35;248435,25;11324,94;7398397,25;10753;368
1300144;Apuí;AM;NO;0;1;0;43,92;57,69;42,75;31,32;75,19;27,98;77,42;50,18;56,38;31,01;59,6;24,02;36,14;25,8;40,85;22,5;84455,83;24728,4;59992,08;113588,96;282765,27;297810,09;13096,89;18455754,38;6061;2074
1300201;Atalaia do Norte;AM;NO;0;1;0;47,27;60,37;50,74;30,69;71,29;34;65,45;70,74;56,31;18,41;62,86;65,4;38,33;16,51;29,66;38,27;26576,17;5315,83;25012,83;123688,71;180593,53;184947,27;8862,72;9518172,09;9171;736
1300300;Autazes;AM;NO;0;1;1;47,84;54,42;52,3;36,81;71,56;22,22;65,4;58,49;55,74;44,49;63,42;45,55;49,28;17,79;63,17;16,99;118723,65;31985,2;95443,01;238317,39;484469,25;506340,59;12348,26;7872358,17;37380;498
1300409;Barcelos;AM;NO;0;1;0;50,97;67,86;52,08;32,97;68,94;68,5;78,16;55,83;61,15;24,31;63,78;59,09;37,39;27,11;52,44;14,93;31861,9;19069,03;41808,89;146400;239139,82;245621,57;8844,22;2683413,22;9056;1621
1300508;Barreirinha;AM;NO;0;1;0;49,63;69,14;55,13;24,63;69,4;71,13;69,78;66,23;55,11;39,11;59,99;66,31;18,28;21,81;42,44;15,97;52170,92;16600,36;57523,41;208089,57;334384,26;344889,51;10476,91;12205030,43;23980;1439
1300607;Benjamin Constant;AM;NO;0;1;0;51,74;64,19;57,07;33,95;70,19;39,65;80,85;66,08;67,24;32,95;60,19;67,89;47,52;30,53;25,51;32,24;36798,71;24291,26;64580,18;251028,32;376698,47;388780,9;8664,03;6170793,5;24987;2169
1300631;Beruri;AM;NO;0;1;0;52,83;66,04;56,23;36,21;69,41;57,65;78,85;58,27;54,2;42,79;65,99;61,94;42,31;19,5;71,12;11,91;26467,47;10111,88;38302,65;129777,15;204659,16;211871,21;10333,67;7481164,92;19702;869
1300680;Boa Vista do Ramos;AM;NO;0;1;0;54,52;61,21;58,33;44,01;69,97;45,12;85,01;44,76;60,45;41,67;66,98;64,21;44,05;17,64;79,35;34,99;25810,39;9165,17;30379,26;112933,09;178287,89;182412,1;9102,4;3217729,09;9828;856
1300706;Boca do Acre;AM;NO;0;1;0;50,05;68,15;46,17;35,83;69,58;70,45;82,79;49,8;66,63;34,76;66,4;16,87;26,6;23,74;68,46;24,54;121255,4;53416,79;115369,36;189778,01;479819,56;512795,58;14668,9;24380909,09;17307;1710
1300805;Borba;AM;NO;0;1;0;47,14;62,26;52,1;27,07;61,43;70,74;68,11;48,77;57,97;37,6;60;52,83;39,62;21,94;31,52;15,18;52627,88;19864,96;74601,35;240084,22;387178,41;402130,68;9500,35;13245615,44;23252;1170
1300839;Caapiranga;AM;NO;0;1;0;53,24;68,28;55,33;36,12;76,22;48,97;76,48;71,44;60,56;39,14;63,23;58,39;17,76;25,46;74,02;27,26;52503,62;8137,2;26900,31;86564,72;174105,85;177894,15;13194,94;852127,84;7779;818
1300904;Canutama;AM;NO;0;1;0;48,84;70,84;43,08;32,59;65,91;71,25;84,18;62;56,8;24,15;69,49;21,89;24,42;24,53;71,48;9,95;23311,61;6976,47;26296,92;93398,39;149983,39;154316,15;9656,23;2355081,79;10837;227
1301001;Carauari;AM;NO;0;1;0;50,36;66,7;60,53;23,87;68,11;53,64;88,21;56,82;69,86;41,16;63,27;67,81;12,46;22,27;44,18;16,56;98426,77;23988,74;80006,77;151406,23;353828,52;370656,64;12906,32;6241978,68;22250;424
1301100;Careiro;AM;NO;0;1;0;50,43;63,96;53,61;33,72;71,22;49,15;81,16;54,31;63,6;38,51;55,01;57,29;24,53;25,15;65,04;20,15;60821,1;35813,66;70459,02;212447,98;379541,76;395194,09;10180,17;5318350,92;16342;4187
1301159;Careiro da Várzea;AM;NO;0;1;0;50,31;60,48;51,38;39,07;87,85;11,33;68,73;74,02;64,63;30,84;65,87;44,2;23,4;26,12;82,01;24,73;193978,23;15110,34;35049,53;163697,88;407835,98;413374,15;13140,09;14321738,82;14276;434
1301209;Coari;AM;NO;0;1;0;47,13;51,84;57,77;31,78;63,72;34,3;80,81;28,55;64,62;44,74;54,32;67,41;40,09;24,97;24,11;37,95;113909,65;2000959,74;615213,67;536327,57;3266410,63;3380278,02;38982,37;32824081,84;44339;4847
1301308;Codajás;AM;NO;0;1;0;54,69;65,39;56,49;42,2;67,9;39,77;87,59;66,29;56,08;40,21;62,6;67,06;29,3;23,55;89,71;26,22;299133,38;18840,39;49137,81;155827,56;522939,14;531995,47;17917,73;17835335,37;13057;1808
1301407;Eirunepé;AM;NO;0;1;0;44,82;54,45;52,65;27,36;55,28;41,91;67,06;53,56;63,24;31,59;52,54;63,22;26,81;17,64;42,14;22,87;248976,22;20730,9;77827,42;204938,52;552473,05;568039,48;15726,02;7059920,9;22294;1385
1301506;Envira;AM;NO;0;1;0;47,79;58,57;53,49;31,31;61,03;52,36;80,82;40,06;69,04;32,05;58,97;53,89;32,14;20,83;40,06;32,19;45372,45;9555,87;38933,81;114651,23;208513,36;215526,71;10387,83;5731425,72;13009;370
1301605;Fonte Boa;AM;NO;0;1;0;49,25;58,59;47,54;41,62;68,04;60,98;69,07;36,29;42,25;26,49;61,73;59,69;31,67;24,62;68,32;41,85;28885,01;14195,13;44171,79;127120,7;214372,62;222773,43;13576,3;4769589,76;17841;926
1301654;Guajará;AM;NO;0;1;0;47,73;68,98;47,47;26,74;63,52;62,23;85,31;64,87;53,54;37,8;60,72;37,83;31,98;13,18;51,68;10,14;31779,37;7128,06;29219,91;105025,28;173152,62;177320,17;10313,51;3187038,74;11737;608
1301704;Humaitá;AM;NO;0;1;0;53,34;70,04;57,77;32,22;72,18;68,78;74,24;64,96;59,93;54,93;63,63;52,6;21,26;27,44;60,27;19,89;183792,97;77642,91;254810,71;283060,67;799307,25;860167,55;15039,21;42738744,14;32647;1376
1301803;Ipixuna;AM;NO;0;1;0;48,06;64,74;49,39;30,04;67,48;67,27;61,99;62,21;52,18;16,16;73,15;56,09;26,94;27,37;61,71;4,13;16712,88;7758,21;32394,8;153568,94;210434,83;216518,72;6945,94;4129935,8;14356;227
1301852;Iranduba;AM;NO;0;1;0;46,09;52,79;57,02;28,45;66,35;59,92;78,09;6,81;56,05;57,7;54,34;60;22,23;24,83;43,63;23,1;303361,64;123195,76;211278,93;305723,04;943559,37;1001862,28;20150,9;48327997,75;43002;2272
